ticker,threshold,accuracy,bal_accuracy,precision,recall,f1,auc,mcc,log_loss,wf_auc,wf_acc,wf_bal_acc
MSFT,0.57,0.49910873440285203,0.5005406574394464,0.515748031496063,0.4532871972318339,0.48250460405156537,0.49908406269082034,0.0010856741722747368,0.7101187354289572,0.491006716563577,0.4705357142857143,0.462830108380185
