ticker,threshold,accuracy,bal_accuracy,precision,recall,f1,auc,mcc,log_loss,wf_auc,wf_acc,wf_bal_acc
AAPL,0.5499999999999999,0.44028520499108736,0.4781385281385281,0.5506329113924051,0.2636363636363636,0.35655737704918034,0.46770300406664045,-0.04784001280531135,0.7098938075112012,0.4799656338231388,0.5107142857142857,0.5081209768126682
