acc,bal_acc,precision,recall,f1,auc,mcc,log_loss,model,ticker
0.5513126491646778,0.5,0.5513126491646778,1.0,0.7107692307692308,0.5142534770194345,0.0,0.6918481135530516,StackingEnsemble_Improved,MSFT
