ticker,threshold,accuracy,bal_accuracy,precision,recall,f1,auc,mcc,log_loss,wf_auc,wf_acc,wf_bal_acc
GOOGL,0.51,0.5935828877005348,0.504146070373512,0.6833333333333333,0.7513089005235603,0.71571072319202,0.49594167714762055,0.008910265817560692,0.7061656746158729,0.4042830380348026,0.4616071428571429,0.44330070317550363
